Main Category,Category,Subcategory,Search Keyword,Product Name,Company Name,Price,MOQ,Location,Rating,Reviews,Image URL,Product URL,Product Description
Construction,Building Materials,River Sand,river sand,"Narmada Loose Natural River Sand, Plastering",Kisan Petroleum,Ask Price,,Bhavnagar,,,https://5.imimg.com/data5/SELLER/Default/2026/1/576819881/AO/UN/LM/21804536/river-sand-250x250.jpg,https://www.indiamart.com/proddetail/loose-natural-river-sand-2858594075997.html,"Narmada Loose Natural River Sand, Plastering"
Construction,Building Materials,River Sand,river sand,River Sand For Construction,Shreeji Suppliers,₹ 750,,Ahmedabad - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2025/7/527096997/XZ/VN/FK/46402544/river-sand-for-construction-250x250.jpeg,https://www.indiamart.com/proddetail/river-sand-for-construction-2855069915088.html,River Sand For Construction
Construction,Building Materials,River Sand,river sand,Brown River Sand,Clay Casa,₹ 450,,Chotila,,,https://5.imimg.com/data5/SELLER/Default/2025/6/520604170/TK/AH/NU/247925877/brown-river-sand-250x250.jpg,https://www.indiamart.com/proddetail/brown-river-sand-2856770450033.html,GST Email Mobile Member: 11 months
Construction,Building Materials,River Sand,river sand,Grey Construction River Sand,Bhagvati Bricks Suppliers,₹ 800,,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2023/5/308201311/IC/LH/EA/130535107/red-bricks-250x250.jpg,https://www.indiamart.com/proddetail/grey-construction-river-sand-2850133653033.html,Grey Construction River Sand
Construction,Building Materials,River Sand,river sand,"Grey River Sand Powder, For Construction, Grade: A Grade",Aai Shree Khodiyar Enterprise,₹ 900,,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2022/6/OM/FG/YO/78908381/medium-river-sand-250x250.jpeg,https://www.indiamart.com/proddetail/grey-river-sand-powder-25880056030.html,"Grey River Sand Powder, For Construction, Grade: A Grade"
Construction,Building Materials,River Sand,river sand,River Sand,Urbanwave Enterprise,"₹ 20,000",,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2025/2/487158850/OQ/YJ/FG/134643113/screenshot-6065-250x250.png,https://www.indiamart.com/proddetail/river-sand-2855752231591.html,GST Email Mobile Member: 4 yrs
Construction,Building Materials,River Sand,river sand,"Narmada Loose River Sand Reti, Concreting",Nilkanth Enterprise,₹ 800,,Rajkot,,,https://5.imimg.com/data5/ANDROID/Default/2026/3/594118803/WZ/KY/HC/146538415/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/river-sand-reti-2859001063091.html,"Narmada Loose River Sand Reti, Concreting"
Construction,Building Materials,River Sand,river sand,"Narmada Loose Natural River Sand, Plastering",Kisan Petroleum,Ask Price,,Bhavnagar,,,https://5.imimg.com/data5/SELLER/Default/2026/1/576819881/AO/UN/LM/21804536/river-sand-250x250.jpg,https://www.indiamart.com/proddetail/loose-natural-river-sand-2858594075997.html,"Narmada Loose Natural River Sand, Plastering"
Construction,Building Materials,River Sand,river sand,River Sand For Construction,Shreeji Suppliers,₹ 750,,Ahmedabad - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2025/7/527096997/XZ/VN/FK/46402544/river-sand-for-construction-250x250.jpeg,https://www.indiamart.com/proddetail/river-sand-for-construction-2855069915088.html,River Sand For Construction
Construction,Building Materials,River Sand,river sand,Brown River Sand,Clay Casa,₹ 450,,Chotila,,,https://5.imimg.com/data5/SELLER/Default/2025/6/520604170/TK/AH/NU/247925877/brown-river-sand-250x250.jpg,https://www.indiamart.com/proddetail/brown-river-sand-2856770450033.html,GST Email Mobile Member: 11 months
Construction,Building Materials,River Sand,river sand,Grey Construction River Sand,Bhagvati Bricks Suppliers,₹ 800,,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2023/5/308201311/IC/LH/EA/130535107/red-bricks-250x250.jpg,https://www.indiamart.com/proddetail/grey-construction-river-sand-2850133653033.html,Grey Construction River Sand
Construction,Building Materials,River Sand,river sand,"Grey River Sand Powder, For Construction, Grade: A Grade",Aai Shree Khodiyar Enterprise,₹ 900,,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2022/6/OM/FG/YO/78908381/medium-river-sand-250x250.jpeg,https://www.indiamart.com/proddetail/grey-river-sand-powder-25880056030.html,"Grey River Sand Powder, For Construction, Grade: A Grade"
Construction,Building Materials,River Sand,river sand,River Sand,Urbanwave Enterprise,"₹ 20,000",,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2025/2/487158850/OQ/YJ/FG/134643113/screenshot-6065-250x250.png,https://www.indiamart.com/proddetail/river-sand-2855752231591.html,GST Email Mobile Member: 4 yrs
Construction,Building Materials,River Sand,river sand,"Narmada Loose River Sand Reti, Concreting",Nilkanth Enterprise,₹ 800,,Rajkot,,,https://5.imimg.com/data5/ANDROID/Default/2026/3/594118803/WZ/KY/HC/146538415/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/river-sand-reti-2859001063091.html,"Narmada Loose River Sand Reti, Concreting"
Construction,Building Materials,River Sand,river sand,"Narmada Loose Natural River Sand, Plastering",Kisan Petroleum,Ask Price,,Bhavnagar,,,https://5.imimg.com/data5/SELLER/Default/2026/1/576819881/AO/UN/LM/21804536/river-sand-250x250.jpg,https://www.indiamart.com/proddetail/loose-natural-river-sand-2858594075997.html,"Narmada Loose Natural River Sand, Plastering"
Construction,Building Materials,River Sand,river sand,River Sand For Construction,Shreeji Suppliers,₹ 750,,Ahmedabad - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2025/7/527096997/XZ/VN/FK/46402544/river-sand-for-construction-250x250.jpeg,https://www.indiamart.com/proddetail/river-sand-for-construction-2855069915088.html,River Sand For Construction
Construction,Building Materials,Aac Blocks,AAC blocks,"Grey AAC Block, 24x8x6 in",Fine Building Products LLP,₹ 83,/Piece,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2025/1/483997386/EC/LT/GK/193020746/aac-block-250x250.jpg,https://www.indiamart.com/proddetail/grey-aac-block-2855687108297.html,"Grey AAC Block, 24x8x6 in"
Construction,Building Materials,Aac Blocks,AAC blocks,Silvercon AAC Block,Sanatan Enterprise,"₹ 3,136",,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2026/5/605097726/DP/KT/BO/254247027/aac-block-250x250.jpeg,https://www.indiamart.com/proddetail/silvercon-aac-block-2859172445291.html,GST Email Mobile Member: 7 months
Construction,Building Materials,Aac Blocks,AAC blocks,"GreenStone Aac Broken Blocks, 5 x 3 x 2 Inch",Hem Care Corporation,"₹ 2,500",,Rajkot,,,https://5.imimg.com/data5/FC/SC/MY-4452558/blocks-wast-250x250.jpg,https://www.indiamart.com/proddetail/aac-broken-blocks-17889869733.html,"GreenStone Aac Broken Blocks, 5 x 3 x 2 Inch"
Construction,Building Materials,Aac Blocks,AAC blocks,Ace Eco Block,Polymer Ecobuild LLP,Ask Price,,Kotda Sangani,,,https://5.imimg.com/data5/SELLER/Default/2025/11/562365232/EM/CE/KA/89277176/1000197493-250x250.jpg,https://www.indiamart.com/proddetail/ace-eco-block-2857992629662.html,GST Email Mobile Member: 6 yrs
Construction,Building Materials,Aac Blocks,AAC blocks,"AAC Block, 600x200x100mm (4"")",Amafh Trading Company,₹ 75,/Piece,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2026/1/579119050/BQ/AY/XT/10857125/lightweight-solid-aac-block-250x250.webp,https://www.indiamart.com/proddetail/aac-block-2858666613488.html,"AAC Block, 600x200x100mm (4"")"
Construction,Building Materials,Aac Blocks,AAC blocks,"Rectangular Magic Blox AAC Block, 600 mm x 200 mm x 100 mm",Magicrete Building Solutions Private Limited,"₹ 4,500",,Surat - Deals in Amreli,,,https://5.imimg.com/data5/CF/ST/MY-2511554/magicblox-aac-block-250x250.jpg,https://www.indiamart.com/proddetail/magic-blox-aac-block-14710768797.html,"Rectangular Magic Blox AAC Block, 600 mm x 200 mm x 100 mm"
Construction,Building Materials,Aac Blocks,AAC blocks,"AAC Block Cement, 600mm x 200mm x 50 mm",Noori Enterprise,₹ 90,/Piece,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2024/6/426763216/MC/JU/TM/22761338/whatsapp-image-2024-06-13-at-11-16-13-am-250x250.jpeg,https://www.indiamart.com/proddetail/aac-block-cement-2854259747888.html,"AAC Block Cement, 600mm x 200mm x 50 mm"
Construction,Building Materials,Aac Blocks,AAC blocks,Lightweight Solid AAC Block (600x200x225mm) - Grade-1,Midland Tradelink Company,Ask Price,,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2025/12/570319763/VN/AL/WR/241520050/aac-block-250x250.jpeg,https://www.indiamart.com/proddetail/lightweight-solid-aac-block-2858164615088.html,Lightweight Solid AAC Block (600x200x225mm) - Grade-1
Construction,Building Materials,Aac Blocks,AAC blocks,"Kingston AAC Block, 24x8x8 in",Maruti Steel,"₹ 3,400",,Junagadh,,,https://5.imimg.com/data5/SELLER/Default/2025/2/491992848/YU/SK/GD/42953476/kingston-aac-block-250x250.jpg,https://www.indiamart.com/proddetail/kingston-aac-block-2855849227997.html,"Kingston AAC Block, 24x8x8 in"
Construction,Building Materials,Aac Blocks,AAC blocks,"Lightweight Cuboidal AAC Block, 24x8x6 in",Ganesh Trading,"₹ 3,250",,Lodhika,,,https://5.imimg.com/data5/SELLER/Default/2025/1/485200826/MO/OL/QX/240242918/lightweight-aac-block-250x250.jpg,https://www.indiamart.com/proddetail/lightweight-cuboidal-aac-block-2855714063712.html,"Lightweight Cuboidal AAC Block, 24x8x6 in"
Construction,Building Materials,Aac Blocks,AAC blocks,AAC Blocks,Aercon India,Ask Price,,Rajkot,,,https://3.imimg.com/data3/EI/OG/MY-4345127/aac-blocks-250x250.jpg,https://www.indiamart.com/proddetail/aac-blocks-3615525333.html,GST Email Mobile Member: 14 yrs
Construction,Building Materials,Aac Blocks,AAC blocks,"Ambuja AAC Block., Density Kg Per Cube M: 5.5 Mpa",Shiv Enterprise,Ask Price,,Talala,,,https://5.imimg.com/data5/ANDROID/Default/2020/9/FR/SO/ZD/8449094/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/ambuja-aac-block-22612120430.html,"Ambuja AAC Block., Density Kg Per Cube M: 5.5 Mpa"
Construction,Building Materials,Aac Blocks,AAC blocks,"Eco-Friendly AAC Building Blocks, 600x200x100mm (4"")",Laxmi Blocks Building Private Limited,"₹ 3,000",,Surat - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2026/5/604426539/DJ/OB/IG/16076751/ab-250x250.jpeg,https://www.indiamart.com/proddetail/eco-friendly-aac-building-blocks-2859183155112.html,"Eco-Friendly AAC Building Blocks, 600x200x100mm (4"")"
Construction,Building Materials,Aac Blocks,AAC blocks,"Lightweight AAC Block, 9 in x 4 in x 3 in",Bansal Building Materials (p) Ltd.,"₹ 3,500",,Surat - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2023/12/372734102/FE/YL/PN/1834863/lightweight-aac-block-250x250.png,https://www.indiamart.com/proddetail/lightweight-aac-block-5021064297.html,"Lightweight AAC Block, 9 in x 4 in x 3 in"
Construction,Building Materials,Aac Blocks,AAC blocks,"Ascolite Aac Block, 600mm x 200mm x 150 mm",Aswani Industries Private Limited,"₹ 4,100",,Surat - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2022/10/RD/EM/TK/34542501/5-kg-ascoflex-super-elastomeric-liquid-applied-damp-proofing-membrane-250x250.jpg,https://www.indiamart.com/proddetail/ascolite-aac-block-2850180266130.html,"Ascolite Aac Block, 600mm x 200mm x 150 mm"
Construction,Building Materials,Aac Blocks,AAC blocks,Birla Aerocon 75mm AAC Block (Min 4 N/mm2),BirlaNu Limited,₹ 55.49,/Piece,Hyderabad - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2025/12/567824853/IL/AK/LW/44765726/75mm-aac-block-250x250.png,https://www.indiamart.com/proddetail/75mm-aac-block-22448300448.html,Birla Aerocon 75mm AAC Block (Min 4 N/mm2)
Construction,Building Materials,Aac Blocks,AAC blocks,"Grey AAC Block, 24x8x6 in",Fine Building Products LLP,₹ 83,/Piece,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2025/1/483997386/EC/LT/GK/193020746/aac-block-250x250.jpg,https://www.indiamart.com/proddetail/grey-aac-block-2855687108297.html,"Grey AAC Block, 24x8x6 in"
Construction,Building Materials,Aac Blocks,AAC blocks,Silvercon AAC Block,Sanatan Enterprise,"₹ 3,136",,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2026/5/605097726/DP/KT/BO/254247027/aac-block-250x250.jpeg,https://www.indiamart.com/proddetail/silvercon-aac-block-2859172445291.html,GST Email Mobile Member: 7 months
Construction,Building Materials,Aac Blocks,AAC blocks,"GreenStone Aac Broken Blocks, 5 x 3 x 2 Inch",Hem Care Corporation,"₹ 2,500",,Rajkot,,,https://5.imimg.com/data5/FC/SC/MY-4452558/blocks-wast-250x250.jpg,https://www.indiamart.com/proddetail/aac-broken-blocks-17889869733.html,"GreenStone Aac Broken Blocks, 5 x 3 x 2 Inch"
Construction,Building Materials,Aac Blocks,AAC blocks,Ace Eco Block,Polymer Ecobuild LLP,Ask Price,,Kotda Sangani,,,https://5.imimg.com/data5/SELLER/Default/2025/11/562365232/EM/CE/KA/89277176/1000197493-250x250.jpg,https://www.indiamart.com/proddetail/ace-eco-block-2857992629662.html,GST Email Mobile Member: 6 yrs
Construction,Building Materials,Aac Blocks,AAC blocks,"AAC Block, 600x200x100mm (4"")",Amafh Trading Company,₹ 75,/Piece,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2026/1/579119050/BQ/AY/XT/10857125/lightweight-solid-aac-block-250x250.webp,https://www.indiamart.com/proddetail/aac-block-2858666613488.html,"AAC Block, 600x200x100mm (4"")"
Construction,Building Materials,Aac Blocks,AAC blocks,"Rectangular Magic Blox AAC Block, 600 mm x 200 mm x 100 mm",Magicrete Building Solutions Private Limited,"₹ 4,500",,Surat - Deals in Amreli,,,https://5.imimg.com/data5/CF/ST/MY-2511554/magicblox-aac-block-250x250.jpg,https://www.indiamart.com/proddetail/magic-blox-aac-block-14710768797.html,"Rectangular Magic Blox AAC Block, 600 mm x 200 mm x 100 mm"
Construction,Building Materials,Aac Blocks,AAC blocks,"AAC Block Cement, 600mm x 200mm x 50 mm",Noori Enterprise,₹ 90,/Piece,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2024/6/426763216/MC/JU/TM/22761338/whatsapp-image-2024-06-13-at-11-16-13-am-250x250.jpeg,https://www.indiamart.com/proddetail/aac-block-cement-2854259747888.html,"AAC Block Cement, 600mm x 200mm x 50 mm"
Construction,Building Materials,Aac Blocks,AAC blocks,Lightweight Solid AAC Block (600x200x225mm) - Grade-1,Midland Tradelink Company,Ask Price,,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2025/12/570319763/VN/AL/WR/241520050/aac-block-250x250.jpeg,https://www.indiamart.com/proddetail/lightweight-solid-aac-block-2858164615088.html,Lightweight Solid AAC Block (600x200x225mm) - Grade-1
Construction,Building Materials,Aac Blocks,AAC blocks,"Kingston AAC Block, 24x8x8 in",Maruti Steel,"₹ 3,400",,Junagadh,,,https://5.imimg.com/data5/SELLER/Default/2025/2/491992848/YU/SK/GD/42953476/kingston-aac-block-250x250.jpg,https://www.indiamart.com/proddetail/kingston-aac-block-2855849227997.html,"Kingston AAC Block, 24x8x8 in"
Construction,Building Materials,Aac Blocks,AAC blocks,"Lightweight Cuboidal AAC Block, 24x8x6 in",Ganesh Trading,"₹ 3,250",,Lodhika,,,https://5.imimg.com/data5/SELLER/Default/2025/1/485200826/MO/OL/QX/240242918/lightweight-aac-block-250x250.jpg,https://www.indiamart.com/proddetail/lightweight-cuboidal-aac-block-2855714063712.html,"Lightweight Cuboidal AAC Block, 24x8x6 in"
Construction,Building Materials,Aac Blocks,AAC blocks,AAC Blocks,Aercon India,Ask Price,,Rajkot,,,https://3.imimg.com/data3/EI/OG/MY-4345127/aac-blocks-250x250.jpg,https://www.indiamart.com/proddetail/aac-blocks-3615525333.html,GST Email Mobile Member: 14 yrs
Construction,Building Materials,Aac Blocks,AAC blocks,"Ambuja AAC Block., Density Kg Per Cube M: 5.5 Mpa",Shiv Enterprise,Ask Price,,Talala,,,https://5.imimg.com/data5/ANDROID/Default/2020/9/FR/SO/ZD/8449094/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/ambuja-aac-block-22612120430.html,"Ambuja AAC Block., Density Kg Per Cube M: 5.5 Mpa"
Construction,Building Materials,Aac Blocks,AAC blocks,"Eco-Friendly AAC Building Blocks, 600x200x100mm (4"")",Laxmi Blocks Building Private Limited,"₹ 3,000",,Surat - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2026/5/604426539/DJ/OB/IG/16076751/ab-250x250.jpeg,https://www.indiamart.com/proddetail/eco-friendly-aac-building-blocks-2859183155112.html,"Eco-Friendly AAC Building Blocks, 600x200x100mm (4"")"
Construction,Building Materials,Aac Blocks,AAC blocks,"Lightweight AAC Block, 9 in x 4 in x 3 in",Bansal Building Materials (p) Ltd.,"₹ 3,500",,Surat - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2023/12/372734102/FE/YL/PN/1834863/lightweight-aac-block-250x250.png,https://www.indiamart.com/proddetail/lightweight-aac-block-5021064297.html,"Lightweight AAC Block, 9 in x 4 in x 3 in"
Construction,Building Materials,Aac Blocks,AAC blocks,"Ascolite Aac Block, 600mm x 200mm x 150 mm",Aswani Industries Private Limited,"₹ 4,100",,Surat - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2022/10/RD/EM/TK/34542501/5-kg-ascoflex-super-elastomeric-liquid-applied-damp-proofing-membrane-250x250.jpg,https://www.indiamart.com/proddetail/ascolite-aac-block-2850180266130.html,"Ascolite Aac Block, 600mm x 200mm x 150 mm"
Construction,Building Materials,Aac Blocks,AAC blocks,Birla Aerocon 75mm AAC Block (Min 4 N/mm2),BirlaNu Limited,₹ 55.49,/Piece,Hyderabad - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2025/12/567824853/IL/AK/LW/44765726/75mm-aac-block-250x250.png,https://www.indiamart.com/proddetail/75mm-aac-block-22448300448.html,Birla Aerocon 75mm AAC Block (Min 4 N/mm2)
Construction,Building Materials,Aac Blocks,AAC blocks,"Grey AAC Block, 24x8x6 in",Fine Building Products LLP,₹ 83,/Piece,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2025/1/483997386/EC/LT/GK/193020746/aac-block-250x250.jpg,https://www.indiamart.com/proddetail/grey-aac-block-2855687108297.html,"Grey AAC Block, 24x8x6 in"
Construction,Building Materials,Aac Blocks,AAC blocks,Silvercon AAC Block,Sanatan Enterprise,"₹ 3,136",,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2026/5/605097726/DP/KT/BO/254247027/aac-block-250x250.jpeg,https://www.indiamart.com/proddetail/silvercon-aac-block-2859172445291.html,GST Email Mobile Member: 7 months
Construction,Building Materials,Aac Blocks,AAC blocks,"GreenStone Aac Broken Blocks, 5 x 3 x 2 Inch",Hem Care Corporation,"₹ 2,500",,Rajkot,,,https://5.imimg.com/data5/FC/SC/MY-4452558/blocks-wast-250x250.jpg,https://www.indiamart.com/proddetail/aac-broken-blocks-17889869733.html,"GreenStone Aac Broken Blocks, 5 x 3 x 2 Inch"
Construction,Building Materials,Aac Blocks,AAC blocks,Ace Eco Block,Polymer Ecobuild LLP,Ask Price,,Kotda Sangani,,,https://5.imimg.com/data5/SELLER/Default/2025/11/562365232/EM/CE/KA/89277176/1000197493-250x250.jpg,https://www.indiamart.com/proddetail/ace-eco-block-2857992629662.html,GST Email Mobile Member: 6 yrs
Construction,Building Materials,Aac Blocks,AAC blocks,"AAC Block, 600x200x100mm (4"")",Amafh Trading Company,₹ 75,/Piece,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2026/1/579119050/BQ/AY/XT/10857125/lightweight-solid-aac-block-250x250.webp,https://www.indiamart.com/proddetail/aac-block-2858666613488.html,"AAC Block, 600x200x100mm (4"")"
